video_label,video_id,title,channel_name,comment_id,text,parent_id,author,author_channel_id,likes,timestamp,negative,neutral,positive,compound,anger_score,disgust_score,fear_score,joy_score,neutral_score,sadness_score,surprise_score,emotion,sentiment_class,optimism_score,detected_language,translated_text,emotion_polarity,majority_emotion_polarity,emotionally_oppositional,emotionally_opposed_to_parent
Video 2,Ulg-96K3qMc,Hamas's October 7 Attack: A Minute-by-Minute Breakdown,The Military Show,UgwU7t1x1PzauTGfn1F4AaABAg.ABH-armbea9AEvqrSKfy_-,"@John_Smith2302  
thank you bro
and US well",UgwU7t1x1PzauTGfn1F4AaABAg,user 203,UCKGBSXyU7bOMtIQJTYrrnpg,0,2025-02-27,0.0,0.465,0.535,0.5574,0.187106878,0.000889417,0.001072891,0.061217971,0.18964995,0.031452667,0.15240851,joy,positive,0.7202225,en,"@John_Smith2302  
thank you bro
and US well",positive,neutral,True,True
Video 2,Ulg-96K3qMc,Hamas's October 7 Attack: A Minute-by-Minute Breakdown,The Military Show,UgyA2R4u2iPWil2WX754AaABAg.ABDnapz1ZfhABcqMDpVW-h, @Lospingvin  i prefer to rely on history than mega media.,UgyA2R4u2iPWil2WX754AaABAg,user 217,UCUHKjx8ODwcaj8EbkcIX58g,0,2024-12-20,0.0,1.0,0.0,0.0,0.67174238,0.001660883,0.020681685,0.160021469,0.034182675,0.129046053,0.007249076,joy,neutral,0.039190114,en, @Lospingvin  i prefer to rely on history than mega media.,positive,neutral,True,True
Video 2,Ulg-96K3qMc,Hamas's October 7 Attack: A Minute-by-Minute Breakdown,The Military Show,UgyABP5VjQ0pX4I6iCR4AaABAg.ABDbi9Qu7WdABFdOc6kCJz,Hahaha,UgyABP5VjQ0pX4I6iCR4AaABAg,user 215,UCI9-p5zInhqcH_SiGvVigww,6,2024-12-20,0.0,0.0,1.0,0.5574,0.02216153,0.005758358,0.001300349,0.018660825,0.09322998,0.011348353,0.012664329,joy,positive,0.94782925,so,Hahaha,positive,neutral,True,True
Video 2,Ulg-96K3qMc,Hamas's October 7 Attack: A Minute-by-Minute Breakdown,The Military Show,UgzSAfaGQjkn6JTRXdJ4AaABAg.AAcwl935sc5ACP1tI8Rdge, @sushipizza4439  i'd certainly agree with that sentiment,UgzSAfaGQjkn6JTRXdJ4AaABAg,user 256,UCkkEUklgXtu3-RMDdY_21Kw,1,2025-01-20,0.0,0.449,0.551,0.5994,0.714567423,0.003122266,0.005951154,0.087209217,0.021989929,0.085884146,0.003979093,joy,positive,0.11233918,en, @sushipizza4439  i'd certainly agree with that sentiment,positive,neutral,True,True
Video 2,Ulg-96K3qMc,Hamas's October 7 Attack: A Minute-by-Minute Breakdown,The Military Show,UgxofDYxFPG9Gr1zxcJ4AaABAg.AA7R7xOjgByABKNQ9YjlDu,"There are woke people, ""college-educated"" radicals who cheer for atrocities like these. I think they are beyond help.",UgxofDYxFPG9Gr1zxcJ4AaABAg,user 220,UCVYKoUngnknNiOyVdnMsfmw,5,2024-12-20,0.0,0.638,0.362,0.8176,0.016212329,0.02959474,0.002320057,0.956238389,0.45610994,0.023790298,0.010640999,joy,positive,0.003758929,en,"There are woke people, ""college-educated"" radicals who cheer for atrocities like these. I think they are beyond help.",positive,neutral,True,True
Video 2,Ulg-96K3qMc,Hamas's October 7 Attack: A Minute-by-Minute Breakdown,The Military Show,Ugznt-ZR6eVaO40hyrx4AaABAg.A9iJQlUdE6iAE0ABWpBPMK,"Whahahahahahahahahahahahahaha
Damn

Hahahahahahahahahahahaha

Wouw!",Ugznt-ZR6eVaO40hyrx4AaABAg,user 176,UCpgQo38XNE_n6qbVUMbhZaA,1,2025-02-20,0.499,0.501,0.0,-0.4574,0.015689956,0.060627557,0.010814974,0.08353927,0.108223,0.012911561,0.11893186,joy,negative,0.88785917,so,"Whahahahahahahahahahahahahahahaha
Damn

Hahahahahahahahahahahahahaha

Kite!",positive,neutral,True,True
Video 2,Ulg-96K3qMc,Hamas's October 7 Attack: A Minute-by-Minute Breakdown,The Military Show,UgzfVqWJFAGO-XnxqgB4AaABAg.A9RtaTLB38fA9odtL8_0uf,​@ahmedob.17  God Bless you 🫂💞💖🙏🇺🇸🇮🇱,UgzfVqWJFAGO-XnxqgB4AaABAg,user 314,UCODSr2TVpANOjJ0eTsdOtKw,27,2024-11-20,0.0,0.278,0.722,0.9393,0.363269478,0.011681075,0.13649379,0.036964674,0.16319554,0.041576575,0.020599004,joy,positive,0.55818933,cy,​@ahmedob.17  God Bless you 🫂💞💖🙏🇺🇸🇮🇱,positive,neutral,True,True
Video 2,Ulg-96K3qMc,Hamas's October 7 Attack: A Minute-by-Minute Breakdown,The Military Show,UgzfVqWJFAGO-XnxqgB4AaABAg.A9RtaTLB38fABCA-VbyC3o,"@Bob-l4q6f  keep deflecting on grammar instead of addressing the point I made LOL thanks for proving my point 
I meant to say *in sight which is in fact correct",UgzfVqWJFAGO-XnxqgB4AaABAg,user 241,UCeWhIDrpQXq2AY03y_dUjqA,1,2024-12-20,0.0,0.808,0.192,0.7531,0.154566228,0.002551553,0.001348524,0.459685057,0.17727244,0.06297195,0.045081988,joy,positive,0.3227768,en,"@Bob-l4q6f  keep deflecting on grammar instead of addressing the point I made LOL thanks for proving my point 
I meant to say *in sight which is in fact correct",positive,neutral,True,True
Video 2,Ulg-96K3qMc,Hamas's October 7 Attack: A Minute-by-Minute Breakdown,The Military Show,UgzfVqWJFAGO-XnxqgB4AaABAg.A9RtaTLB38fABK9mARujYH," @Bob-l4q6f  Thank you for fighting for what is right Bob, the truth shines bright!",UgzfVqWJFAGO-XnxqgB4AaABAg,user 353,UCn4wCXTuHeyXAFXo6DuARLA,1,2024-12-20,0.122,0.488,0.39,0.6696,0.880288303,0.000727157,0.000787825,0.027620073,0.0380349,0.018577775,0.019027807,joy,positive,0.07351384,en," @Bob-l4q6f  Thank you for fighting for what is right Bob, the truth shines bright!",positive,neutral,True,True
Video 2,Ulg-96K3qMc,Hamas's October 7 Attack: A Minute-by-Minute Breakdown,The Military Show,UgzfVqWJFAGO-XnxqgB4AaABAg.A9RtaTLB38fABLjR5mjUT2,​ @BLACKLABEL405 God bless you dear,UgzfVqWJFAGO-XnxqgB4AaABAg,user 355,UCw9mKOKC-Vcfdcofnl2TkYg,0,2024-12-20,0.0,0.211,0.789,0.7579,0.290710866,0.003343036,0.001822683,0.033985566,0.19010203,0.041783765,0.023927929,joy,positive,0.6335198,en,​ @BLACKLABEL405 God bless you dear,positive,neutral,True,True
Video 2,Ulg-96K3qMc,Hamas's October 7 Attack: A Minute-by-Minute Breakdown,The Military Show,UgzfVqWJFAGO-XnxqgB4AaABAg.A9RtaTLB38fAFHC8FM547Z,"​ @TmanRock9 fun fact, it is rael that surrender...",UgzfVqWJFAGO-XnxqgB4AaABAg,user 377,UCkrOZ69zK5w_JgSapw01Dyw,0,2025-03-06,0.0,0.68,0.32,0.5106,0.220266908,0.005863248,0.000721592,0.123233035,0.08411172,0.245626658,0.031860918,joy,positive,0.41087347,en,"​ @TmanRock9 fun fact, it is rael that surrender...",positive,neutral,True,True
Video 2,Ulg-96K3qMc,Hamas's October 7 Attack: A Minute-by-Minute Breakdown,The Military Show,UgyJX-tem-GK5J81fwd4AaABAg.A9Nzx4nrHvkA9R2gvTArkF,Thank you very much,UgyJX-tem-GK5J81fwd4AaABAg,user 386,UCH_KcLK6cfWNQOo7SMUGymQ,6,2024-10-20,0.0,0.545,0.455,0.3612,0.167648882,0.003147789,0.003031463,0.091956548,0.3097548,0.041740838,0.06730577,joy,positive,0.69865364,en,Thank you very much,positive,neutral,True,True
Video 2,Ulg-96K3qMc,Hamas's October 7 Attack: A Minute-by-Minute Breakdown,The Military Show,UgyE6MbVFnmqJbIuGr94AaABAg,"the jogging soldiers footage so sweet. judging by it and netyanahu's countenance, one can tell all the hostages are obviously still alive. still how do you get around on here with using terror(ists) so many times, if any? however unceremoniously eventually. great educational video.",root,user 404,UCuTYvkVq_7tLLs7UQZUIItw,1,2024-10-20,0.0,0.795,0.205,0.8902,0.154904857,0.000881206,0.002350029,0.321440458,0.02768879,0.086966604,0.023800535,joy,positive,0.43668795,en,"the jogging soldiers footage so sweet. judging by it and netyanahu's countenance, one can tell all the hostages are obviously still alive. still how do you get around on here with using terror(ists) so many times, if any? however unceremoniously eventually. great educational video.",positive,neutral,True,False
Video 2,Ulg-96K3qMc,Hamas's October 7 Attack: A Minute-by-Minute Breakdown,The Military Show,UgxtMkUpH-Wuu0tLaEJ4AaABAg.A9J8XCI2meqA9K3Qxev35k,"Agreed. After seeing the response to october 7th from the ""free palestine"" crowd its obvious they care just as little for innocent lives as Netenyauhu. (I dont care if thats miss-spelled)",UgxtMkUpH-Wuu0tLaEJ4AaABAg,user 455,UCSKZTKlbNBqRID9J58i-ZAg,7,2024-10-20,0.067,0.661,0.272,0.796,0.02118228,0.019079387,0.000764266,0.875118613,0.29805508,0.094681755,0.02068535,joy,positive,0.009017335,en,"Agreed. After seeing the response to october 7th from the ""free palestine"" crowd its obvious they care just as little for innocent lives as Netenyauhu. (I dont care if thats miss-spelled)",positive,neutral,True,True
Video 2,Ulg-96K3qMc,Hamas's October 7 Attack: A Minute-by-Minute Breakdown,The Military Show,UgyHwHoWvahznp6CVQ14AaABAg.A9J5QTWgr8nA9gsLFfXM18," @lookilookibuthearingtooi  lie again: Israel let Qatar send fund to hamas but it was the terms of the negociation for a truce between Hamas and Israel. Yes, Israel was too gentle with Hamas ... they should have never accepted the truce and destroy Hamas back then ... but internationnal pressure ... I'm happy that they don't fall for internationnal pressure anymore ! I hope they will not !",UgyHwHoWvahznp6CVQ14AaABAg,user 474,UCj_zPer26GZIaMs_XK5pYxA,20,2024-10-20,0.144,0.663,0.193,0.744,0.138252795,0.001250342,0.000403927,0.772231281,0.013611777,0.073123723,0.011484592,joy,positive,0.016392114,en," @lookilookibuthearingtooi  lie again: Israel let Qatar send fund to hamas but it was the terms of the negociation for a truce between Hamas and Israel. Yes, Israel was too gentle with Hamas ... they should have never accepted the truce and destroy Hamas back then ... but internationnal pressure ... I'm happy that they don't fall for internationnal pressure anymore ! I hope they will not !",positive,neutral,True,True
Video 2,Ulg-96K3qMc,Hamas's October 7 Attack: A Minute-by-Minute Breakdown,The Military Show,Ugwj-NQEDcr53JIcJT14AaABAg.A9Iz6e6G7DVAAPaP5eLi5M,"​ @mkay1957  I'm glad this isn't the narrative when we teach in US history and how the country was formed on lands of the indigenous and off the backs of slaves. But I guess we'll tell ourselves ""well, that's different...""",Ugwj-NQEDcr53JIcJT14AaABAg,user 527,UCzzn8FGtKvtB5Vu3s7FFJIA,2,2024-11-20,0.026,0.862,0.111,0.5499,0.71158582,0.002589423,0.000544319,0.089514099,0.04555458,0.137388736,0.02395615,joy,positive,0.06151133,en,"​ @mkay1957  I'm glad this isn't the narrative when we teach in US history and how the country was formed on lands of the indigenous and off the backs of slaves. But I guess we'll tell ourselves ""well, that's different...""",positive,neutral,True,True
Video 2,Ulg-96K3qMc,Hamas's October 7 Attack: A Minute-by-Minute Breakdown,The Military Show,UgxpNfliFRnLt-B0hKF4AaABAg.A9ItfdnfFg8ABIfjLP-AQV," @foakjljrwajkltawtrawtwa441  
So by your logic
Israel can now eliminate all people in gaza to free its hostages …

I like that logic 
Very peaceful",UgxpNfliFRnLt-B0hKF4AaABAg,user 479,UCBVrunvFsFD2M1UxPu5YPOw,1,2024-12-20,0.0,0.683,0.317,0.8516,0.577780962,0.015010349,0.00175196,0.301997811,0.17592008,0.034218982,0.005886416,joy,positive,0.08600228,en," @foakjljrwajkltawtrawtwa441  
So by your logic
Israel can now eliminate all people in gaza to free its hostages …

I like that logic 
Very peaceful",positive,neutral,True,True
Video 4,GmZnL0-jz7s,Ambush at intersection near Sderot during Hamas attack in Israel | Traffic cam video,11Alive,UgwrNGlqB_ww718y61J4AaABAg,Islam is a very peaceful religion in the world,root,user 614,UC6L4sEOvFs_8h5-8_VQWt6w,0,2024-03-20,0.0,0.696,0.304,0.5413,0.713202775,0.012400724,0.002593164,0.09071371,0.09850232,0.054793,0.004148044,joy,positive,0.14129053,en,Islam is a very peaceful religion in the world,positive,neutral,True,False
Video 4,GmZnL0-jz7s,Ambush at intersection near Sderot during Hamas attack in Israel | Traffic cam video,11Alive,Ugxf_U3qvMDhJSI3MrR4AaABAg.9wSi0qV9Yy59xVvhZogP5s,I love ha mas,Ugxf_U3qvMDhJSI3MrR4AaABAg,user 624,UCbYhAPBBrBD_u24jBAcT8uw,0,2024-03-20,0.0,0.233,0.767,0.765,0.022839127,0.002074417,0.000539553,0.014880189,0.010645689,0.024657249,0.00464362,joy,positive,0.9376235,pt,I love ha mas,positive,neutral,True,True
Video 4,GmZnL0-jz7s,Ambush at intersection near Sderot during Hamas attack in Israel | Traffic cam video,11Alive,Ugxdyp7qXNXA7Riv7-14AaABAg,This is one reason Egypt will not let Palestinians into Egypt.  Kuwait deported more than 400 thousand in 1991-1992 after the Gulf war. Palestinians celebrated in Gaza and West Bank the invasion by Iraq of Kuwait.  Some Palestinians joined Iraqis in the occupation of Kuwait.,root,user 659,UCnHFJikqGjdwUmrlKpiPpsg,4,2024-03-20,0.077,0.85,0.073,-0.0516,0.028151682,0.03617824,0.003911345,0.881837964,0.11832605,0.075799868,0.008574242,joy,neutral,0.014210469,en,This is one reason Egypt will not let Palestinians into Egypt.  Kuwait deported more than 400 thousand in 1991-1992 after the Gulf war. Palestinians celebrated in Gaza and West Bank the invasion by Iraq of Kuwait.  Some Palestinians joined Iraqis in the occupation of Kuwait.,positive,neutral,True,False
Video 4,GmZnL0-jz7s,Ambush at intersection near Sderot during Hamas attack in Israel | Traffic cam video,11Alive,UgybLfBZP9GAr8w3N4d4AaABAg.9wEkkAo6XbQ9xkbpC_StI3,It's more peaceful than the jews,UgybLfBZP9GAr8w3N4d4AaABAg,user 726,UCksttUBV1LJBvjzLVXgcNyw,0,2024-03-20,0.0,0.589,0.411,0.5413,0.41957292,0.008270015,0.000932545,0.12647225,0.20787053,0.072893836,0.005652378,joy,positive,0.38106102,en,It's more peaceful than the jews,positive,neutral,True,True
Video 4,GmZnL0-jz7s,Ambush at intersection near Sderot during Hamas attack in Israel | Traffic cam video,11Alive,Ugxb9uQrpTdnR_8sJtF4AaABAg.9wE69-u4nxk9wJI00eenUV,@stoneymcneal - that is an excellent and true assessment.,Ugxb9uQrpTdnR_8sJtF4AaABAg,user 736,UC1W_uR5w3fhISYEgiYwg9Sw,4,2024-03-20,0.0,0.48,0.52,0.7579,0.655995309,0.006938948,0.003270321,0.052923404,0.3596518,0.048377369,0.046324752,joy,positive,0.2427039,en,@stoneymcneal - that is an excellent and true assessment.,positive,neutral,True,True
Video 4,GmZnL0-jz7s,Ambush at intersection near Sderot during Hamas attack in Israel | Traffic cam video,11Alive,Ugwr5ZO1SPUYFZGrgb54AaABAg,Religion of peace showing their love again for unarmed civilians,root,user 799,UC-X4MrTJtFC_wX8ZFOapxGQ,410,2024-03-20,0.0,0.51,0.49,0.8271,0.315404028,0.24897772,0.015866978,0.545011818,0.14408486,0.094908364,0.002128821,joy,positive,0.04467579,en,Religion of peace showing their love again for unarmed civilians,positive,neutral,True,False
Video 4,GmZnL0-jz7s,Ambush at intersection near Sderot during Hamas attack in Israel | Traffic cam video,11Alive,Ugwr5ZO1SPUYFZGrgb54AaABAg.9wChBcf1p6f9wONfwG0y7t,"Religion of peace, every day since 610 ( 7th century)",Ugwr5ZO1SPUYFZGrgb54AaABAg,user 801,UCBFW63EzEWD1CdCfgnfIHyw,7,2024-03-20,0.0,0.72,0.28,0.5423,0.575255036,0.03929431,0.00577635,0.124974027,0.3098727,0.088597268,0.005685272,joy,positive,0.21117365,en,"Religion of peace, every day since 610 ( 7th century)",positive,neutral,True,False
Video 4,GmZnL0-jz7s,Ambush at intersection near Sderot during Hamas attack in Israel | Traffic cam video,11Alive,UgwLQGja3cxgJWgrz6t4AaABAg.9wBgl8Gmyee9wKatrC-H0w,"@RuckFussia you are so right , idf just shoot kids , targeting older peoples  etc etc !!!! IDF pampers soldiers !!! lol !!! thank you , SHALOM brother !!",UgwLQGja3cxgJWgrz6t4AaABAg,user 834,UCP3ook2nb83ay6N2j7t_6eQ,0,2024-03-20,0.071,0.738,0.191,0.6209,0.089807577,0.017978217,0.030639825,0.327609926,0.13911016,0.027767597,0.115263954,joy,positive,0.55481493,en,"@RuckFussia you are so right , idf just shoot kids , targeting older peoples  etc etc !!!! IDF pampers soldiers !!! lol !!! thank you , SHALOM brother !!",positive,neutral,True,True
Video 4,GmZnL0-jz7s,Ambush at intersection near Sderot during Hamas attack in Israel | Traffic cam video,11Alive,UgwLQGja3cxgJWgrz6t4AaABAg.9wBgl8Gmyee9wS2xeaYdmX,"@RuckFussia Thanks for being the NPC, I love that meme.
Keep going it's hilarious 🤡🤡🤡",UgwLQGja3cxgJWgrz6t4AaABAg,user 844,UCN2MVbm1KZlVPfF8JdsNUpg,0,2024-03-20,0.0,0.62,0.38,0.8689,0.014269134,0.011986312,0.003316511,0.012604704,0.073552325,0.007080288,0.004865657,joy,positive,0.966046,en,"@RuckFussia Thanks for being the NPC, I love that meme.
Keep going it's hilarious 🤡🤡🤡",positive,neutral,True,True
Video 4,GmZnL0-jz7s,Ambush at intersection near Sderot during Hamas attack in Israel | Traffic cam video,11Alive,UgwHATzd3QdDYOiesmV4AaABAg,"Islam, there religion of peace.....what a joke",root,user 863,UCJRHu7vieUsXCKGJaOK63DQ,21,2024-03-20,0.0,0.732,0.268,0.296,0.013627554,0.01253514,0.002831966,0.958310485,0.16799252,0.016414478,0.25678837,joy,positive,0.01164747,en,"Islam, there religion of peace.....what a joke",positive,neutral,True,False
Video 4,GmZnL0-jz7s,Ambush at intersection near Sderot during Hamas attack in Israel | Traffic cam video,11Alive,UgxDNUmkuQNoKsn0Oxd4AaABAg,Just peaceful Palestinians. What wonderful neighbors they would make.,root,user 881,UCdxeLRcipYjHYoePuAvQ9-Q,1100,2024-03-20,0.0,0.504,0.496,0.7845,0.11927098,0.006451624,0.000959253,0.02683834,0.285397,0.022358736,0.013193767,joy,positive,0.83153194,en,Just peaceful Palestinians. What wonderful neighbors they would make.,positive,neutral,True,False
Video 4,GmZnL0-jz7s,Ambush at intersection near Sderot during Hamas attack in Israel | Traffic cam video,11Alive,UgxDNUmkuQNoKsn0Oxd4AaABAg.9wBEei4xeiT9wmhYPbNqen,:face-green-smiling: @ohdearism ,UgxDNUmkuQNoKsn0Oxd4AaABAg,user 945,UCMqPrVZ2s2YND5tnyeLoLgQ,0,2024-03-20,0.0,1.0,0.0,0.0,0.021775944,0.003665443,0.001824089,0.012096523,0.20479622,0.018972827,0.081978016,joy,neutral,0.9471546,en,:face-green-smiling: @ohdearism ,positive,neutral,True,False
Video 4,GmZnL0-jz7s,Ambush at intersection near Sderot during Hamas attack in Israel | Traffic cam video,11Alive,UgxZELpOVYnl7ccOpTh4AaABAg.9w6gW5DNnQS9wH3ZRDtjam,Trump praised Hezbollah.😡,UgxZELpOVYnl7ccOpTh4AaABAg,user 1012,UCGj7z5oFYuTNcQTGPwqRXFQ,0,2024-03-20,0.0,0.556,0.444,0.4939,0.149236262,0.088989176,0.003485126,0.163667157,0.100876264,0.039346129,0.0320267,joy,positive,0.64775044,id,Trump praised Hezbollah.😡,positive,neutral,True,True
Video 4,GmZnL0-jz7s,Ambush at intersection near Sderot during Hamas attack in Israel | Traffic cam video,11Alive,UgwTwmv_QzB24IUOxCN4AaABAg,There we see the proud and brave fighters of Hamas in living their peaceful religion,root,user 1028,UCzK7tAhNzRjNMsnlUpV83XQ,136,2024-03-20,0.055,0.502,0.443,0.8591,0.677193642,0.040270418,0.003297341,0.114141293,0.0958733,0.026437607,0.003292449,joy,positive,0.18222745,en,There we see the proud and brave fighters of Hamas in living their peaceful religion,positive,neutral,True,False
Video 4,GmZnL0-jz7s,Ambush at intersection near Sderot during Hamas attack in Israel | Traffic cam video,11Alive,UgyWtprxtpVV4Mt2zvl4AaABAg.9w5U0bTYko99wDgUzP8hjz,Viva Israel!!🇮🇱❤️,UgyWtprxtpVV4Mt2zvl4AaABAg,user 1054,UC59rdqB20YOcihIq68_0Ywg,7,2024-03-20,0.0,1.0,0.0,0.0,0.049075823,0.024441471,0.020354344,0.020040821,0.20312381,0.010929915,0.009070881,joy,neutral,0.9199533,et,Live Israel !! 🇮🇱❤️,positive,neutral,True,True
Video 4,GmZnL0-jz7s,Ambush at intersection near Sderot during Hamas attack in Israel | Traffic cam video,11Alive,UgyiZEOCzd2vMXqKUwt4AaABAg.9w50feplwQG9wD7GHXRDGq,"Nakba 2.0? Yep, glad to see it  @hademers2  ""They want them gone, no matter the means."" Is this what Palestinians mean about Jews when they chant from the river to the sea?",UgyiZEOCzd2vMXqKUwt4AaABAg,user 1122,UCYJr69_sPIaTyLlN9spocFA,1,2024-03-20,0.031,0.773,0.196,0.699,0.32523191,0.006262247,0.000442303,0.268635154,0.018236661,0.031285804,0.003221967,joy,positive,0.37484702,en,"Nakba 2.0? Yep, glad to see it  @hademers2  ""They want them gone, no matter the means."" Is this what Palestinians mean about Jews when they chant from the river to the sea?",positive,neutral,True,True
Video 4,GmZnL0-jz7s,Ambush at intersection near Sderot during Hamas attack in Israel | Traffic cam video,11Alive,UgwV5uyloH5t0iKajId4AaABAg.9w1rI0qIBCIAFg_wuJiquq,Religion of peace /s,UgwV5uyloH5t0iKajId4AaABAg,user 955,UCUWzadPIiTFauq48-ogEwtQ,0,2025-03-16,0.0,0.462,0.538,0.5423,0.380051136,0.03593533,0.003627023,0.056221861,0.38150504,0.490997851,0.006354936,joy,positive,0.072729126,en,Religion of peace /s,positive,neutral,True,True
